证券代码,所属行业,上市时间,公司性质,实际控制人,控制人类型,聘请的会计师事务所,是否在境外上市,统计年度
600581.SH,黑色金属冶炼及压延加工业,2002/8/16,国有企业,国务院国有资产监督管理委员会,政府机构,瑞华会计师事务所(特殊普通合伙),否,2015
600582.SH,专用设备制造业,2002/5/15,国有企业,国务院国有资产监督管理委员会,政府机构,瑞华会计师事务所(特殊普通合伙),否,2015
600583.SH,开采辅助活动,2002/2/5,国有企业,国务院国有资产监督管理委员会,政府机构,信永中和会计师事务所(特殊普通合伙),否,2015
600584.SH,计算机、通信和其他电子设备制造业,2003/6/3,民营企业,王新潮,自然人,安永华明会计师事务所(特殊普通合伙),否,2015
600585.SH,非金属矿物制品业,2002/2/7,国有企业,安徽省国有资产监督管理委员会,政府机构,毕马威华振会计师事务所(特殊普通合伙)，毕马威会计师事务所,是,2015
600586.SH,非金属矿物制品业,2002/8/15,民营企业,丁茂良,自然人,大信会计师事务所(特殊普通合伙),否,2015
600587.SH,专用设备制造业,2002/9/27,国有企业,山东省人民政府国有资产监督管理委员会,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600588.SH,软件和信息技术服务业,2001/5/18,民营企业,王文京,自然人,安永华明会计师事务所(特殊普通合伙),否,2015
600589.SH,化学原料及化学制品制造业,2001/6/12,民营企业,林素娟,自然人,广东正中珠江会计师事务所(特殊普通合伙),否,2015
600590.SH,电气机械及器材制造业,2002/7/3,国有企业,,,大信会计师事务所(特殊普通合伙),否,2015
600592.SH,通用设备制造业,2002/8/5,国有企业,漳州市国有资产监督管理委员会,政府机构,致同会计师事务所(特殊普通合伙),否,2015
600593.SH,公共设施管理业,2002/7/11,国有企业,大连市星海湾开发建设管理中心,政府机构,大华会计师事务所(特殊普通合伙),否,2015
600594.SH,医药制造业,2004/3/23,民营企业,窦启玲,自然人,北京中证天通会计师事务所(特殊普通合伙),否,2015
600595.SH,有色金属冶炼和压延加工业,2002/6/26,民营企业,张志平;张高波,自然人,北京兴华会计师事务所(特殊普通合伙),否,2015
600596.SH,化学原料及化学制品制造业,2001/9/6,民营企业,徐观宝;徐冠巨;徐传化,自然人,天健会计师事务所(特殊普通合伙),否,2015
600597.SH,食品制造业,2002/8/28,国有企业,上海市国有资产监督管理委员会,政府机构,德勤华永会计师事务所(特殊普通合伙),否,2015
600598.SH,农业,2002/3/29,国有企业,中华人民共和国农业部,政府机构,瑞华会计师事务所(特殊普通合伙),否,2015
600599.SH,化学原料及化学制品制造业,2001/8/28,民营企业,赵伟平,自然人,天健会计师事务所(特殊普通合伙),否,2015
600600.SH,酒、饮料和精制茶制造业,1993/8/27,国有企业,青岛市人民政府国有资产监督管理委员会,政府机构,普华永道中天会计师事务所(特殊普通合伙),是,2015
600601.SH,计算机、通信和其他电子设备制造业,1990/12/19,国有企业,中华人民共和国教育部,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600602.SH,计算机、通信和其他电子设备制造业,1990/12/19,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600603.SH,综合,1992/1/13,民营企业,陈铁铭,自然人,瑞华会计师事务所(特殊普通合伙),否,2015
600604.SH,房地产业,1992/3/27,国有企业,上海市闸北区国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600605.SH,批发业,1992/3/27,民营企业,郑树昌,自然人,上会会计师事务所(特殊普通合伙),否,2015
600606.SH,房地产业,1992/3/27,国有企业,,,瑞华会计师事务所(特殊普通合伙),否,2015
600608.SH,黑色金属冶炼及压延加工业,1992/3/27,国有企业,昆明市人民政府国有资产监督管理委员会,政府机构,中审众环会计师事务所(特殊普通合伙),否,2015
600609.SH,汽车制造业,1992/7/24,国有企业,沈阳市国有资产监督管理委员会,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600610.SH,土木工程建筑业,1992/8/5,国有企业,何晓阳,自然人,众华会计师事务所(特殊普通合伙),否,2015
600611.SH,道路运输业,1992/8/7,民营企业,员工持股会,其他,立信会计师事务所(特殊普通合伙),否,2015
600612.SH,其他制造业,1992/8/14,国有企业,上海市黄浦区国有资产监督管理委员会,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600613.SH,医药制造业,1992/8/20,民营企业,张芝庭;文邦英,自然人,立信会计师事务所(特殊普通合伙),否,2015
600614.SH,有色金属冶炼和压延加工业,1992/8/28,民营企业,许宝星,自然人,北京永拓会计师事务所(特殊普通合伙),否,2015
600615.SH,金属制品业,1992/9/10,民营企业,涂建华,自然人,天健会计师事务所(特殊普通合伙),否,2015
600616.SH,酒、饮料和精制茶制造业,1992/9/29,国有企业,上海国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600617.SH,燃气生产和供应业,1992/10/13,国有企业,山西省国资委,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600618.SH,化学原料及化学制品制造业,1992/11/13,国有企业,上海国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600619.SH,通用设备制造业,1992/11/16,国有企业,上海市国有资产监督管理委员会,政府机构,德勤华永会计师事务所(特殊普通合伙),否,2015
600620.SH,综合,1992/11/17,民营企业,叶立培;叶茂菁,自然人,立信会计师事务所(特殊普通合伙),否,2015
600621.SH,房地产业,1992/12/2,国有企业,上海市国有资产监督管理委员会,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600622.SH,房地产业,1992/12/3,国有企业,上海市嘉定区国有资产监督管理委员会,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600623.SH,化学原料及化学制品制造业,1992/12/4,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600624.SH,综合,1993/1/5,国有企业,中华人民共和国教育部,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600626.SH,批发业,1993/1/7,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600628.SH,零售业,1993/1/19,国有企业,上海市黄浦区国有资产监督管理委员会,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600629.SH,专业技术服务业,1993/2/9,国有企业,上海市国有资产监督管理委员会,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600630.SH,纺织业,1993/2/9,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600633.SH,新闻和出版业,1993/3/4,国有企业,浙江日报报业集团,政府机构,天健会计师事务所(特殊普通合伙),否,2015
600634.SH,非金属矿物制品业,1993/3/4,民营企业,颜静刚,自然人,众华会计师事务所(特殊普通合伙),否,2015
600635.SH,燃气生产和供应业,1993/3/4,民营企业,员工持股会,其他,立信会计师事务所(特殊普通合伙),否,2015
600636.SH,化学原料及化学制品制造业,1993/3/16,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600637.SH,电信、广播电视和卫星传输服务,1993/3/16,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600638.SH,房地产业,1993/3/26,国有企业,北京国际信托有限公司(德瑞股权投资基金集合资金信托计划),国有企业,立信会计师事务所(特殊普通合伙),否,2015
600639.SH,房地产业,1993/3/26,国有企业,上海市国有资产监督管理委员会和上海市浦东新区国有资产监督管理委员会,政府机构,德勤华永会计师事务所(特殊普通合伙),否,2015
600640.SH,商务服务业,1993/4/7,国有企业,国务院国有资产监督管理委员会,政府机构,中审众环会计师事务所(特殊普通合伙),否,2015
600641.SH,房地产业,1993/4/7,其他,,,众华会计师事务所(特殊普通合伙),否,2015
600642.SH,燃气生产和供应业,1993/4/16,国有企业,上海市国有资产监督管理委员会,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600643.SH,其他金融业,1993/4/26,民营企业,上海工商界爱国建设特种基金会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600644.SH,电力、热力生产和供应业,1993/4/26,国有企业,,,中天运会计师事务所(特殊普通合伙),否,2015
600645.SH,研究和试验发展,1993/5/4,民营企业,李德福,自然人,瑞华会计师事务所(特殊普通合伙),否,2015
600647.SH,批发业,1993/5/4,国有企业,财政部,政府机构,瑞华会计师事务所(特殊普通合伙),否,2015
600648.SH,批发业,1993/5/4,国有企业,上海市浦东新区国有资产监督管理委员会,政府机构,天职国际会计师事务所(特殊普通合伙),否,2015
600649.SH,房地产业,1993/5/18,国有企业,上海市国有资产监督管理委员会,政府机构,普华永道中天会计师事务所(特殊普通合伙),否,2015
600650.SH,道路运输业,1993/6/7,国有企业,上海市国有资产监督管理委员会,政府机构,德勤华永会计师事务所(特殊普通合伙),否,2015
600651.SH,电气机械及器材制造业,1990/12/19,国有企业,上海市国有资产监督管理委员会,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600652.SH,软件和信息技术服务业,1990/12/19,民营企业,张立燕;雷宪红;刘祥,自然人,瑞华会计师事务所(特殊普通合伙),否,2015
600653.SH,零售业,1990/12/19,国有企业,辽宁省人民政府,政府机构,众华会计师事务所(特殊普通合伙),否,2015
600654.SH,软件和信息技术服务业,1990/12/19,国有企业,涂国身,自然人,瑞华会计师事务所(特殊普通合伙),否,2015
600655.SH,零售业,1992/9/2,民营企业,郭广昌,自然人,上会会计师事务所(特殊普通合伙),否,2015
600656.SH,零售业,1990/12/19,民营企业,,,亚太(集团)会计师事务所(特殊普通合伙),否,2015
600657.SH,房地产业,1993/5/24,国有企业,财政部,政府机构,安永华明会计师事务所(特殊普通合伙),否,2015
600658.SH,房地产业,1993/5/24,国有企业,北京市国有资产监督管理委员会,政府机构,中审亚太会计师事务所(特殊普通合伙),否,2015
600660.SH,非金属矿物制品业,1993/6/10,民营企业,曹德旺,自然人,普华永道中天会计师事务所(特殊普通合伙),是,2015
600661.SH,教育,1993/6/14,国有企业,中国人民共和国教育部,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600662.SH,道路运输业,1993/6/14,国有企业,上海市国有资产监督管理委员会,政府机构,大华会计师事务所(特殊普通合伙),否,2015
600663.SH,房地产业,1993/6/28,国有企业,上海市浦东新区国有资产监督管理委员会,政府机构,安永华明会计师事务所(特殊普通合伙),否,2015
600664.SH,医药制造业,1993/6/29,国有企业,哈尔滨市国有资产监督管理委员会,政府机构,北京兴华会计师事务所(特殊普通合伙),否,2015
600665.SH,房地产业,1993/7/9,国有企业,西安市人民政府,政府机构,希格玛会计师事务所(特殊普通合伙),否,2015
600666.SH,医药制造业,1993/7/12,民营企业,褚淑霞;左洪波,自然人,大华会计师事务所(特殊普通合伙),否,2015
600667.SH,计算机、通信和其他电子设备制造业,1993/7/28,国有企业,无锡市国有资产监督管理委员会,政府机构,江苏公证天业会计师事务所(特殊普通合伙),否,2015
600668.SH,非金属矿物制品业,1993/7/28,国有企业,金华市国有资产监督管理委员会,政府机构,天健会计师事务所(特殊普通合伙),否,2015
600671.SH,医药制造业,1993/8/23,民营企业,赵非凡;赵锐勇,自然人,中审华寅五洲会计师事务所(特殊普通合伙),否,2015
600673.SH,金属制品业,1993/9/17,民营企业,张中能;郭梅兰,自然人,天健会计师事务所(特殊普通合伙),否,2015
600674.SH,电力、热力生产和供应业,1993/9/24,国有企业,四川省国有资产监督管理委员会,政府机构,信永中和会计师事务所(特殊普通合伙),否,2015
600675.SH,房地产业,1993/9/24,国有企业,上海市国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
600676.SH,道路运输业,1993/9/28,国有企业,上海市国有资产监督管理委员会,政府机构,上会会计师事务所(特殊普通合伙),否,2015
600677.SH,批发业,1993/9/28,国有企业,国务院国有资产监督管理委员会,政府机构,立信会计师事务所(特殊普通合伙),否,2015
